cd_cnpj;vl_latitude;vl_longitude;vl_latitude_orig;vl_longitude_orig;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;vlr_total_veiculos;fl_optante_simples;qt_filial;fl_optante_simei;de_saude_tributaria;de_nivel_atividade
12305448000100;-23.5505199;-46.6333094;-23,5505199;-46,6333094;;;;;1;;1;VERDE;MEDIA
14180365000150;-14.7809311;-39.2636;-14,7809311;-39,2636;;;;;0;;0;AMARELO;MEDIA
1144533000100;-23.5907593;-46.5486725;-23,5907593;-46,5486725;;;;;0;;0;;INATIVA
1911869000150;-21.8833835;-42.6985095;-21,8833835;-42,6985095;;;;;0;;0;;INATIVA
243955000170;-12.9830488;-38.5136913;-12,9830488;-38,5136913;;;;;0;;0;;INATIVA
890690000100;-23.5072955;-46.7555407;-23,5072955;-46,7555407;;;;;0;;0;;INATIVA
887641000100;-25.4387247;-49.1949172;-25,4387247;-49,1949172;;;;;0;;0;;INATIVA
92783000180;-16.3273047;-48.9533426;-16,3273047;-48,9533426;;;;;0;;0;;INATIVA
9320876000190;-22.432076;-50.5803154;-22,432076;-50,5803154;;;;;0;;0;;INATIVA
1846005000100;-5.6149591;-47.7708204;-5,6149591;-47,7708204;;;;;0;;0;;INATIVA
5610297000120;-16.2806113;-48.9319839;-16,2806113;-48,9319839;;;;;0;;0;;INATIVA
15044857000180;-23.0864185;-46.9770708;-23,0864185;-46,9770708;;;;;1;;1;AMARELO;MEDIA
15028623000140;-22.8492135;-43.2540858;-22,8492135;-43,2540858;;;;;1;;1;AMARELO;MEDIA
7297742000170;-27.0337085;-49.3872519;-27,0337085;-49,3872519;;1;0;1;1;;0;AZUL;BAIXA
15291845000150;-20.3433882;-40.3875092;-20,3433882;-40,3875092;;;;;1;;0;AZUL;ALTA
15090404000190;-26.6109126;-49.0091505;-26,6109126;-49,0091505;;;;;1;;0;VERDE;ALTA
90400888251650;-22.8525901;-47.1565107;-22,8525901;-47,1565107;;;;;0;;0;VERDE;MEDIA
12254288000100;-19.9120148;-43.9711978;-19,9120148;-43,9711978;;;;;0;;0;LARANJA;MEDIA
4226709000160;-23.5505199;-46.6333094;-23,5505199;-46,6333094;;;;;0;;0;AZUL;MEDIA
16679748000100;-19.8909944;-43.9523488;-19,8909944;-43,9523488;;;;;0;10;0;VERDE;ALTA
7793444000170;-29.6963563;-53.844565;-29,6963563;-53,844565;;;;;0;;0;AMARELO;MEDIA
3220549000180;-7.1882638;-39.7376748;-7,1882638;-39,7376748;;;;;1;;0;VERDE;ALTA
1687525000100;-26.1117326;-49.8065079;-26,1117326;-49,8065079;;;;;0;;0;AZUL;MEDIA
11772974000100;-8.1138885;-35.2915134;-8,1138885;-35,2915134;;;;;1;;0;AZUL;ALTA
5850538000290;-23.6001428;-46.6763564;-23,6001428;-46,6763564;;;;;0;;0;VERMELHO;BAIXA
86396371000150;-18.908382;-48.270572;-18,908382;-48,270572;;;;;1;1;0;VERDE;ALTA
52792652000100;-23.541913;-46.7788579;-23,541913;-46,7788579;;;;;0;;0;AMARELO;MEDIA
15818386000110;-21.1900316;-49.580999;-21,1900316;-49,580999;;;;;0;;0;;INATIVA
1498181000190;-28.1322847;-55.0223579;-28,1322847;-55,0223579;;2;0;2;1;;0;VERDE;ALTA
80495856000700;-26.2993337;-48.844535;-26,2993337;-48,844535;;;;;0;;0;VERMELHO;BAIXA
2186486000120;-29.8744377;-50.9984135;-29,8744377;-50,9984135;;;;;1;;0;LARANJA;BAIXA
65070146000230;-23.5702953;-46.6197298;-23,5702953;-46,6197298;;;;;0;;0;AMARELO;MEDIA
2053352000130;-21.5368229;-42.6413579;-21,5368229;-42,6413579;;;;;0;;0;LARANJA;MEDIA
6319255001170;-27.4872075;-50.9728528;-27,4872075;-50,9728528;;;;;0;;0;VERDE;ALTA
10886199000150;-20.3137737;-40.2941848;-20,3137737;-40,2941848;;;;;1;;0;VERDE;ALTA
12019359000190;-22.9249284;-43.3431213;-22,9249284;-43,3431213;;;;;0;;0;AMARELO;MEDIA
6216178000150;-24.8569233;-54.3334256;-24,8569233;-54,3334256;;;;;0;;0;AZUL;MEDIA
12459122000120;-22.7853052;-43.0051048;-22,7853052;-43,0051048;;;;;1;;1;VERDE;MEDIA
10532571000120;-20.4780031;-49.7779205;-20,4780031;-49,7779205;;;;;0;;0;AMARELO;MEDIA
11163415000100;-22.0268377;-47.8934375;-22,0268377;-47,8934375;;;;;0;;0;AZUL;ALTA
20963351002230;-19.6284156;-43.220858;-19,6284156;-43,220858;;4;0;4;0;;0;VERDE;ALTA
55055743000150;-23.6911701;-46.5606889;-23,6911701;-46,5606889;;;;;0;;0;VERMELHO;MEDIA
11199599000150;-23.5714458;-46.697283;-23,5714458;-46,697283;;;;;1;;0;VERDE;MEDIA
9445384000120;-5.2887251;-36.7603816;-5,2887251;-36,7603816;;4;0;4;1;3;0;VERDE;ALTA
87301180000120;-29.4589733;-51.9673123;-29,4589733;-51,9673123;;;;;0;;0;LARANJA;MEDIA
8739568000130;-11.7946561;-37.9435616;-11,7946561;-37,9435616;;;;;0;;0;VERDE;ALTA
4500550000120;-6.3685511;-48.0697669;-6,3685511;-48,0697669;;;;;0;;0;LARANJA;MEDIA
12810402000130;-23.3969772;-46.9995522;-23,3969772;-46,9995522;;;;;1;;0;AMARELO;BAIXA
5410317000110;-22.812618;-47.0761302;-22,812618;-47,0761302;;;;;0;;0;;INATIVA
12223579000130;-23.6698174;-46.5853564;-23,6698174;-46,5853564;;;;;1;;0;AZUL;MEDIA
96617865000170;-22.6105462;-50.6671498;-22,6105462;-50,6671498;;;;;0;;0;AZUL;MEDIA
8047579000150;-22.6606373;-50.404369;-22,6606373;-50,404369;;;;;0;1;0;AMARELO;MEDIA
9873296000120;-19.997465;-44.0423971;-19,997465;-44,0423971;;;;;0;;0;;INATIVA
8641806000170;-27.5969056;-48.5486711;-27,5969056;-48,5486711;;;;;0;;0;;INATIVA
9214498000160;-23.4556501;-46.5659188;-23,4556501;-46,5659188;;;;;0;;0;;INATIVA
12690066000130;-8.2849639;-35.9701874;-8,2849639;-35,9701874;;;;;0;;0;AZUL;ALTA
7605227000100;-25.8335554;-52.7304154;-25,8335554;-52,7304154;;;;;0;;0;;INATIVA
94409778000100;-30.0875704;-51.2356869;-30,0875704;-51,2356869;;;;;0;;0;LARANJA;BAIXA
21081120000130;-19.3244066;-41.2513767;-19,3244066;-41,2513767;;;;;0;;0;LARANJA;MEDIA
77687663000150;-23.5259717;-51.6790774;-23,5259717;-51,6790774;;2;1;3;1;;0;VERDE;ALTA
13103110000120;-23.6317575;-46.6913253;-23,6317575;-46,6913253;;;;;1;;1;AMARELO;BAIXA
84630474000450;-11.6821425;-61.1765191;-11,6821425;-61,1765191;;;;;0;;0;VERDE;MEDIA
37224847000160;-20.7683924;-54.5282522;-20,7683924;-54,5282522;;;;;0;;0;LARANJA;BAIXA
11971190000100;-23.4383937;-46.7079522;-23,4383937;-46,7079522;;;;;1;;1;AMARELO;MEDIA
7244034000170;-20.3058891;-40.2963769;-20,3058891;-40,2963769;;;;;0;;0;AZUL;ALTA
12121605000110;-23.8888022;-47.9811739;-23,8888022;-47,9811739;;;;;0;;0;VERDE;MEDIA
12708033000170;-29.8450304;-51.1373736;-29,8450304;-51,1373736;;;;;1;;1;AMARELO;BAIXA
62955505281310;-19.8122294;-44.0050075;-19,8122294;-44,0050075;;;;;0;;0;VERMELHO;MEDIA
21614193000140;-19.8868188;-43.924144;-19,8868188;-43,924144;;;;;0;;0;;INATIVA
5008116000190;-23.4778099;-46.6820484;-23,4778099;-46,6820484;;;;;0;;0;LARANJA;BAIXA
7095151000110;-7.0136487;-42.1322099;-7,0136487;-42,1322099;;;;;0;;0;LARANJA;MEDIA
15493137000100;-30.0956211;-51.2272425;-30,0956211;-51,2272425;;;;;1;;1;VERDE;MEDIA
9253073000160;-23.657769;-46.693659;-23,657769;-46,693659;;;;;1;;0;AZUL;MEDIA
5266699000150;-14.3354678;-40.9046493;-14,3354678;-40,9046493;;;;;1;;0;AZUL;ALTA
5312857000160;-21.1839696;-47.7938219;-21,1839696;-47,7938219;;;;;0;;0;;INATIVA
5421886000160;-22.7055965;-46.7693964;-22,7055965;-46,7693964;;;;;0;;0;;INATIVA
42064295000100;-10.4546513;-40.1819714;-10,4546513;-40,1819714;;;;;0;;0;;INATIVA
1893515000120;-24.0778289;-51.7418756;-24,0778289;-51,7418756;;;;;0;;0;;INATIVA
15136062000100;-12.9726504;-38.4938111;-12,9726504;-38,4938111;;;;;0;;0;;INATIVA
17184201078970;-19.2760428;-44.405245;-19,2760428;-44,405245;;;;;0;;0;;INATIVA
15136583000150;-12.9718268;-38.5129729;-12,9718268;-38,5129729;;;;;0;;0;;INATIVA
15361199000150;-14.4040989;-56.4370932;-14,4040989;-56,4370932;;;;;0;;0;;INATIVA
15608045000110;-10.9122056;-37.6708401;-10,9122056;-37,6708401;;;;;0;;0;;INATIVA
7435464000170;-3.7271625;-38.5550863;-3,7271625;-38,5550863;;;;;0;;0;;INATIVA
8180392000120;-13.0081176;-38.527092;-13,0081176;-38,527092;;;;;0;;0;;INATIVA
2265502000170;-16.7631914;-47.6075051;-16,7631914;-47,6075051;;;;;0;;0;;INATIVA
4907539000180;-3.94904;-40.4736592;-3,94904;-40,4736592;;;;;0;;0;;INATIVA
12537293000120;-25.4876981;-49.3406071;-25,4876981;-49,3406071;;;;;0;;0;;INATIVA
9437544000190;-20.4798635;-54.6215663;-20,4798635;-54,6215663;;;;;0;;0;;INATIVA
10118122000130;-23.3362278;-46.8345215;-23,3362278;-46,8345215;;;;;0;;0;;INATIVA
3814359000190;-21.1606727;-47.8024612;-21,1606727;-47,8024612;;;;;0;;0;;INATIVA
61538567000100;-23.6093521;-46.5320263;-23,6093521;-46,5320263;;1;0;1;0;;0;;INATIVA
4966436000190;-7.844248;-35.3111011;-7,844248;-35,3111011;;;;;0;;0;;INATIVA
64624521000100;-22.6710153;-50.4381695;-22,6710153;-50,4381695;;;;;0;;0;;INATIVA
77365765000150;-23.7661064;-53.3206105;-23,7661064;-53,3206105;;;;;0;;0;;INATIVA
326297000180;-26.1117326;-49.8065079;-26,1117326;-49,8065079;;;;;0;;0;LARANJA;BAIXA
14644627000190;-23.6214512;-46.7888221;-23,6214512;-46,7888221;;;;;1;;0;AMARELO;MEDIA
13629575000110;-16.6591068;-49.278129;-16,6591068;-49,278129;;;;;0;;0;VERDE;ALTA
15581916000150;-23.5948436;-46.4432643;-23,5948436;-46,4432643;;;;;1;;1;AMARELO;MEDIA
3471229000100;-19.7896207;-42.1415419;-19,7896207;-42,1415419;;;;;0;;0;AZUL;ALTA
6230514000110;-23.474187;-46.6693958;-23,474187;-46,6693958;;;;;1;;0;LARANJA;BAIXA
14894610000190;-25.7464549;-53.0615734;-25,7464549;-53,0615734;;;;;1;;1;AZUL;MEDIA
5438357000170;-7.0190869;-37.9440765;-7,0190869;-37,9440765;;;;;0;;0;AMARELO;MEDIA
13401477000120;-19.6213368;-44.0415215;-19,6213368;-44,0415215;;;;;1;;0;VERDE;ALTA
72833999000160;-21.2254231;-50.8683504;-21,2254231;-50,8683504;;;;;1;;0;VERDE;MEDIA
12481765000170;-22.6482084;-47.1886192;-22,6482084;-47,1886192;;;;;1;;0;AZUL;MEDIA
11771732000100;-27.6619842;-48.501835;-27,6619842;-48,501835;;;;;0;;0;AZUL;MEDIA
10441320000130;-16.820257;-49.2473044;-16,820257;-49,2473044;;2;0;2;1;;0;VERDE;ALTA
10850466000130;-27.5859254;-48.5471612;-27,5859254;-48,5471612;;;;;0;;0;VERDE;ALTA
10480447000240;-21.28913;-50.34124;-21,28913;-50,34124;;;;;1;;0;VERDE;ALTA
15697292000130;-16.328546;-48.953403;-16,328546;-48,953403;;;;;0;;0;AZUL;MEDIA
15217444000150;-20.1451261;-44.8916447;-20,1451261;-44,8916447;;2;0;2;1;;0;AZUL;ALTA
15220854000150;-29.1557242;-51.1393047;-29,1557242;-51,1393047;;;;;1;;1;AMARELO;MEDIA
15740742000120;-10.0776488;-37.0570297;-10,0776488;-37,0570297;;;;;0;;0;AMARELO;MEDIA
8216974000380;-21.8967699;-49.3623695;-21,8967699;-49,3623695;;;;;0;;0;VERDE;MEDIA
1995195000110;-23.6427249;-46.7134267;-23,6427249;-46,7134267;;;;;0;;0;LARANJA;BAIXA
3391792000160;-18.8549317;-41.9559233;-18,8549317;-41,9559233;;;;;0;;0;AZUL;ALTA
8457794000390;-22.7466667;-50.3880476;-22,7466667;-50,3880476;;;;;0;;0;VERDE;MEDIA
14222846000180;-25.3695058;-51.4636864;-25,3695058;-51,4636864;;;;;1;;0;VERDE;MEDIA
7669934000160;-23.5107859;-46.5360225;-23,5107859;-46,5360225;;;;;0;;0;VERDE;INATIVA
6137179000100;-23.5438399;-46.6943593;-23,5438399;-46,6943593;;;;;0;;0;AZUL;MEDIA
1387360000150;-25.435128;-49.2829662;-25,435128;-49,2829662;;;;;0;;0;VERDE;ALTA
9545298000190;-13.6063873;-42.9400663;-13,6063873;-42,9400663;;;;;0;;0;AMARELO;MEDIA
40484867000850;-12.9141607;-38.336459;-12,9141607;-38,336459;;;;;0;;0;VERMELHO;MEDIA
48346043000150;-23.5334414;-49.2439031;-23,5334414;-49,2439031;;;;;1;;0;VERDE;ALTA
13567044000140;-23.5688671;-46.7147589;-23,5688671;-46,7147589;;;;;1;;0;VERDE;ALTA
13598884000170;-21.1830653;-47.8363908;-21,1830653;-47,8363908;;;;;0;;0;VERDE;INATIVA
4056122000150;-12.9299892;-38.4924987;-12,9299892;-38,4924987;;;;;0;;0;LARANJA;MEDIA
4841694000140;-12.9303016;-38.5120363;-12,9303016;-38,5120363;;;;;0;;0;AMARELO;MEDIA
66508078000120;-24.0126477;-46.406233;-24,0126477;-46,406233;;;;;0;;0;VERDE;ALTA
11726294000150;-4.2238817;-38.7302215;-4,2238817;-38,7302215;;1;0;1;1;;0;VERDE;ALTA
11959342000150;-25.4135668;-51.4746181;-25,4135668;-51,4746181;;;;;1;;1;AMARELO;BAIXA
34481390000180;-8.760919;-63.8962021;-8,760919;-63,8962021;;;;;0;;0;AZUL;ALTA
12555119000100;-27.8361769;-50.3106181;-27,8361769;-50,3106181;;;;;1;;1;VERDE;MEDIA
7907566000140;-19.4204056;-44.2442282;-19,4204056;-44,2442282;;;;;1;;0;AZUL;ALTA
1682355000170;-20.4855858;-54.6285346;-20,4855858;-54,6285346;;1;0;1;0;;0;LARANJA;BAIXA
8455770000130;-10.8234273;-42.724969;-10,8234273;-42,724969;;1;0;1;0;;0;AZUL;ALTA
74034307000140;-22.7319933;-43.4554915;-22,7319933;-43,4554915;;;;;0;;0;LARANJA;MEDIA
14672094000150;-23.6125469;-46.506455;-23,6125469;-46,506455;;;;;1;;1;AMARELO;MEDIA
2521644000150;-23.7177081;-46.5732203;-23,7177081;-46,5732203;;;;;1;;0;VERMELHO;MEDIA
14133477000150;-14.4075968;-42.0724884;-14,4075968;-42,0724884;;;;;1;;0;AZUL;ALTA
6021074000190;-25.4572615;-49.3034942;-25,4572615;-49,3034942;;;;;0;;0;AZUL;MEDIA
7784989000110;-16.7473624;-43.8609503;-16,7473624;-43,8609503;;;;;0;;0;AZUL;ALTA
14550570000160;-23.5379837;-46.3959428;-23,5379837;-46,3959428;;;;;1;;1;AMARELO;MEDIA
14570622000160;-21.2915055;-50.3436312;-21,2915055;-50,3436312;;;;;1;;0;AMARELO;MEDIA
1052752000240;-16.3596741;-48.9269257;-16,3596741;-48,9269257;;;;;0;;0;VERDE;ALTA
9353200000100;-12.079662;-45.7988017;-12,079662;-45,7988017;;;;;1;;0;VERDE;ALTA
9102759000150;-23.305827;-45.9691692;-23,305827;-45,9691692;;;;;0;;0;AMARELO;BAIXA
9310725000150;-6.0686758;-49.9050556;-6,0686758;-49,9050556;;;;;0;;0;VERDE;ALTA
8374337000170;-20.9475914;-50.1104467;-20,9475914;-50,1104467;;;;;0;1;0;AMARELO;MEDIA
8225677000130;-21.1502253;-47.8020031;-21,1502253;-47,8020031;;1;0;1;1;;0;VERDE;ALTA
13865327000410;-23.5607191;-46.6926222;-23,5607191;-46,6926222;;;;;1;;0;VERDE;MEDIA
15296818000170;-28.3212662;-49.0431687;-28,3212662;-49,0431687;;;;;1;;1;VERDE;MEDIA
8402134000140;-21.7668575;-52.1096427;-21,7668575;-52,1096427;;;;;0;;0;AMARELO;MEDIA
59121624000100;-23.5144575;-46.615003;-23,5144575;-46,615003;;;;;1;;0;VERDE;ALTA
92112333000120;-30.0722165;-51.0969571;-30,0722165;-51,0969571;;1;0;1;0;;0;AZUL;MEDIA
8661339000140;-22.9504707;-43.180611;-22,9504707;-43,180611;;;;;0;;0;;INATIVA
14577061000120;-22.3008094;-49.0942451;-22,3008094;-49,0942451;;1;0;1;1;;1;AMARELO;MEDIA
14797432000180;-23.5787839;-46.6709915;-23,5787839;-46,6709915;;;;;0;;0;VERDE;ALTA
16700845000120;-9.6386866;-35.7414187;-9,6386866;-35,7414187;;;;;0;;0;;INATIVA
14581505000100;-23.4613552;-46.6877888;-23,4613552;-46,6877888;;;;;1;;1;AMARELO;BAIXA
15309170000120;-26.7684656;-48.6804184;-26,7684656;-48,6804184;;;;;0;;0;AMARELO;BAIXA
14384803000100;-12.9767211;-38.4839218;-12,9767211;-38,4839218;;;;;0;;0;VERDE;INATIVA
7104105000210;-21.7218513;-44.983291;-21,7218513;-44,983291;;;;;1;;0;VERDE;ALTA
15797920000150;-22.8305297;-43.323059;-22,8305297;-43,323059;;;;;1;;1;VERDE;MEDIA
89809099000180;-27.6365829;-52.2744942;-27,6365829;-52,2744942;;;;;0;;0;;INATIVA
88740717000110;-30.0928313;-51.2441011;-30,0928313;-51,2441011;;;;;0;;0;;INATIVA
88485743000140;-27.6298583;-52.2790545;-27,6298583;-52,2790545;;;;;0;;0;;INATIVA
29190576000140;-22.8636192;-42.3336313;-22,8636192;-42,3336313;;;;;0;;0;;INATIVA
51444594000160;-23.7535997;-46.8003458;-23,7535997;-46,8003458;;;;;0;;0;;INATIVA
60124799000150;-23.256287;-45.9118653;-23,256287;-45,9118653;;;;;0;;0;;INATIVA
50962802000150;-22.7513369;-47.3316866;-22,7513369;-47,3316866;;;;;0;;0;;INATIVA
56609704000110;-22.8218421;-47.0721005;-22,8218421;-47,0721005;;;;;0;;0;;INATIVA
25278086000140;-21.7466113;-43.3639082;-21,7466113;-43,3639082;;;;;0;;0;;INATIVA
31669633000110;-22.7492042;-43.4397718;-22,7492042;-43,4397718;;;;;0;;0;;INATIVA
52817210000170;-21.6824831;-51.0741711;-21,6824831;-51,0741711;;;;;0;;0;;INATIVA
29319787000130;-22.7375023;-43.4849393;-22,7375023;-43,4849393;;;;;0;;0;;INATIVA
19304245000130;-22.229838;-45.9386684;-22,229838;-45,9386684;;;;;0;;0;;INATIVA
50109289000150;-22.7241818;-47.6468426;-22,7241818;-47,6468426;;;;;0;;0;;INATIVA
54677331000190;-22.8867261;-47.0800755;-22,8867261;-47,0800755;;;;;0;;0;;INATIVA
52070638000100;-23.4785556;-46.5967907;-23,4785556;-46,5967907;;;;;0;;0;;INATIVA
55228365000160;-23.6936946;-46.5957633;-23,6936946;-46,5957633;;;;;0;;0;;INATIVA
64797277000170;-23.5544169;-46.5293767;-23,5544169;-46,5293767;;;;;0;;0;;INATIVA
68747245000200;-22.9976251;-43.3755839;-22,9976251;-43,3755839;;;;;0;;0;;INATIVA
73497265000110;-29.2950409;-51.5008921;-29,2950409;-51,5008921;;;;;0;;0;;INATIVA
67048348000120;-23.569844;-46.6333122;-23,569844;-46,6333122;;;;;0;;0;;INATIVA
76684166000640;-25.4790904;-49.2495992;-25,4790904;-49,2495992;;;;;0;;0;;INATIVA
64069826000190;-23.5151496;-47.4822957;-23,5151496;-47,4822957;;;;;0;;0;;INATIVA
72259583000180;-26.9126258;-49.1171157;-26,9126258;-49,1171157;;;;;0;;0;;INATIVA
78677176000170;-25.8809275;-52.9081285;-25,8809275;-52,9081285;;;;;0;;0;;INATIVA
71540447000100;-23.710495;-46.5393111;-23,710495;-46,5393111;;;;;0;;0;;INATIVA
40402109000170;-22.8760986;-42.0357349;-22,8760986;-42,0357349;;;;;0;;0;;INATIVA
42967455000120;-19.8764889;-44.0107216;-19,8764889;-44,0107216;;;;;0;;0;;INATIVA
44907251000120;-22.8399228;-45.254401;-22,8399228;-45,254401;;;;;0;;0;;INATIVA
44245108000110;-23.4739836;-46.6613101;-23,4739836;-46,6613101;;;;;0;;0;;INATIVA
36902278000100;-10.88536;-51.638892;-10,88536;-51,638892;;;;;0;;0;;INATIVA
33279563000110;-16.328546;-48.953403;-16,328546;-48,953403;;;;;0;;0;;INATIVA
37274180000100;-16.6985314;-49.2559653;-16,6985314;-49,2559653;;;;;0;;0;;INATIVA
43221084001330;-12.9583736;-38.5027362;-12,9583736;-38,5027362;;;;;0;;0;;INATIVA
90613217000160;-29.6860406;-53.8019467;-29,6860406;-53,8019467;;;;;0;;0;;INATIVA
93655918000150;-30.16273;-51.2284152;-30,16273;-51,2284152;;;;;0;;0;;INATIVA
87876496000140;-29.3344108;-49.723909;-29,3344108;-49,723909;;;;;0;;0;;INATIVA
89438311000140;-18.6759421;-41.9888198;-18,6759421;-41,9888198;;;;;0;;0;;INATIVA
83704502000120;-27.2006894;-51.4099625;-27,2006894;-51,4099625;;;;;0;;0;;INATIVA
94180098000150;-29.9034836;-50.2728046;-29,9034836;-50,2728046;;;;;0;;0;;INATIVA
93817237000140;-29.9341421;-51.0726757;-29,9341421;-51,0726757;;;;;0;;0;;INATIVA
96594700000120;-30.3387949;-54.3237449;-30,3387949;-54,3237449;;;;;0;;0;;INATIVA
81797078000180;-28.7139392;-49.3019108;-28,7139392;-49,3019108;;;;;0;;0;;INATIVA
94632130000190;-30.3891141;-56.455346;-30,3891141;-56,455346;;;;;0;;0;;INATIVA
91546036000120;-29.7213634;-52.4300137;-29,7213634;-52,4300137;;;;;0;;0;;INATIVA
19645365000100;-19.4560781;-44.2520589;-19,4560781;-44,2520589;;;;;0;;0;;INATIVA
52289014000170;-22.9746392;-49.86482;-22,9746392;-49,86482;;;;;0;;0;;INATIVA
30691836000140;-20.8573175;-41.1079944;-20,8573175;-41,1079944;;;;;0;;0;;INATIVA
20555413000140;-16.7368647;-43.8652467;-16,7368647;-43,8652467;;;;;0;;0;;INATIVA
20000204000130;-18.9171324;-48.2741864;-18,9171324;-48,2741864;;;;;0;;0;;INATIVA
31170392000160;-22.8184555;-43.2796098;-22,8184555;-43,2796098;;;;;0;;0;;INATIVA
27668193000100;-21.9912994;-42.9075598;-21,9912994;-42,9075598;;;;;0;;0;;INATIVA
27357292000170;-19.9368278;-40.5983289;-19,9368278;-40,5983289;;;;;0;;0;;INATIVA
32224826000120;-22.9130672;-43.1774784;-22,9130672;-43,1774784;;;;;0;;0;;INATIVA
55614317000100;-23.6023785;-46.6696228;-23,6023785;-46,6696228;;;;;0;;0;;INATIVA
61906053000160;-23.9762005;-46.3019789;-23,9762005;-46,3019789;;;;;0;;0;;INATIVA
50986116000110;-23.5411054;-46.6314614;-23,5411054;-46,6314614;;;;;0;;0;;INATIVA
27306927000100;-19.5180946;-40.6542834;-19,5180946;-40,6542834;;;;;0;;0;;INATIVA
30441406000170;-22.4853005;-44.0813382;-22,4853005;-44,0813382;;;;;0;;0;;INATIVA
59506311000170;-23.658744;-46.6510791;-23,658744;-46,6510791;;;;;0;;0;;INATIVA
61005500000100;-23.6341872;-46.6472135;-23,6341872;-46,6472135;;;;;0;;0;;INATIVA
16294894000100;-14.7532122;-40.0897858;-14,7532122;-40,0897858;;1;0;1;1;;0;VERDE;ALTA
26528679000180;-15.6203842;-56.0857739;-15,6203842;-56,0857739;;;;;0;;0;;INATIVA
61672473000120;-23.0561417;-47.8349201;-23,0561417;-47,8349201;;;;;0;;0;;INATIVA
78993045000100;-27.1062354;-52.620441;-27,1062354;-52,620441;;;;;0;;0;;INATIVA
21106364000120;-19.9233112;-43.9245826;-19,9233112;-43,9245826;;;;;0;;0;;INATIVA
53768289000150;-23.5075582;-46.5118066;-23,5075582;-46,5118066;;;;;0;;0;;INATIVA
71196976000120;-22.2691578;-46.1640692;-22,2691578;-46,1640692;;;;;0;;0;;INATIVA
77650638000100;-24.236505;-51.6683809;-24,236505;-51,6683809;;;;;0;;0;;INATIVA
79754792000140;-23.9105966;-50.5802112;-23,9105966;-50,5802112;;;;;0;;0;;INATIVA
32431462000150;-19.5188333;-40.6446916;-19,5188333;-40,6446916;;;;;0;;0;;INATIVA
73104580000130;-23.5801027;-48.0325621;-23,5801027;-48,0325621;;;;;0;;0;;INATIVA
74081167000160;-25.477975;-49.2449071;-25,477975;-49,2449071;;;;;0;;0;;INATIVA
73131021000110;-23.6041129;-46.5611618;-23,6041129;-46,5611618;;;;;0;;0;;INATIVA
80101264000170;-26.3103855;-48.8277554;-26,3103855;-48,8277554;;;;;0;;0;;INATIVA
78744604000130;-25.4348457;-49.2772171;-25,4348457;-49,2772171;;;;;0;;0;;INATIVA
71367874000120;-20.8742187;-42.973026;-20,8742187;-42,973026;;;;;0;;0;;INATIVA
76664895000120;-23.3044524;-51.1695824;-23,3044524;-51,1695824;;;;;0;;0;;INATIVA
77480754000110;-24.2066425;-50.924438;-24,2066425;-50,924438;;;;;0;;0;;INATIVA
75814319000230;-27.0738808;-53.2493006;-27,0738808;-53,2493006;;;;;0;;0;;INATIVA
41909805000130;-20.3001336;-42.4747054;-20,3001336;-42,4747054;;;;;0;;0;;INATIVA
48763809000100;-23.6872868;-46.7022899;-23,6872868;-46,7022899;;;;;0;;0;;INATIVA
38857462000100;-21.925107;-50.7406812;-21,925107;-50,7406812;;;;;0;;0;;INATIVA
43716505000160;-23.5443651;-46.6414802;-23,5443651;-46,6414802;;;;;0;;0;;INATIVA
45533981000170;-22.4334658;-46.9566083;-22,4334658;-46,9566083;;;;;0;;0;;INATIVA
53112561000300;-23.6563725;-47.2200581;-23,6563725;-47,2200581;;;;;0;;0;VERDE;MEDIA
49464951000100;-23.6194969;-46.6480953;-23,6194969;-46,6480953;;;;;0;;0;;INATIVA
41207010000180;-7.1191776;-34.8826593;-7,1191776;-34,8826593;;;;;0;;0;;INATIVA
43325992000130;-23.6528133;-46.4923353;-23,6528133;-46,4923353;;;;;0;;0;;INATIVA
32641367000180;-12.9730401;-38.502304;-12,9730401;-38,502304;;;;;0;;0;;INATIVA
34955781000190;-3.7561267;-38.546957;-3,7561267;-38,546957;;;;;0;;0;;INATIVA
36541985000100;-22.9260092;-43.2123842;-22,9260092;-43,2123842;;;;;0;;0;;INATIVA
1756145000180;-23.547471;-46.9275157;-23,547471;-46,9275157;;;;;0;;0;;INATIVA
57325557000110;-21.488013;-51.5363783;-21,488013;-51,5363783;;;;;0;;0;;INATIVA
75814319000150;-27.0740008;-53.2500625;-27,0740008;-53,2500625;;;;;0;;0;;INATIVA
7313662000160;-27.594979;-48.551728;-27,594979;-48,551728;;;;;0;;0;;INATIVA
53278339000110;-22.8841808;-48.4441654;-22,8841808;-48,4441654;;;;;0;;0;;INATIVA
26208694000140;-19.8406703;-44.6070529;-19,8406703;-44,6070529;;;;;0;;0;;INATIVA
12496188000190;-9.3791223;-36.1597342;-9,3791223;-36,1597342;;;;;0;;0;;INATIVA
54591094000140;-23.3870414;-48.7262178;-23,3870414;-48,7262178;;;;;0;;0;;INATIVA
1433163000120;-23.1012119;-48.2616994;-23,1012119;-48,2616994;;;;;0;;0;;INATIVA
1142967000170;-10.1777477;-48.8809067;-10,1777477;-48,8809067;;;;;0;;0;;INATIVA
1712264000130;-16.5743478;-49.6940732;-16,5743478;-49,6940732;;;;;0;;0;;INATIVA
